Lot No,Description,Shape,Size,Pcs,Wt (cts),Color,Clarity,Certificate,Video,Cut,POL,SYM,FL,M1,M2,M3,TAB,DEP,Rap ($),Dis,Total,Price,Name,Average weight
271337,,Lab Grown Pear 4.90 ,,1,0.27,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2714,,Lab Grown Pear 5.00,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271430,,Lab Grown Pear 5.00 ,,3,0.56,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271431,,Lab Grown Pear 5.00 ,,3,0.55,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271432,,Lab Grown Pear 5.00 ,,5,1.04,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271433,,Lab Grown Pear 5.00 ,,1,0.22,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271434,,Lab Grown Pear 5.00 ,,1,0.23,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271435,,Lab Grown Pear 5.00 ,,3,0.75,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271437,,Lab Grown Pear 5.00 ,,1,0.27,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2715,,Lab Grown Pear 5.10,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271530,,Lab Grown Pear 5.10 ,,1,0.20,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271531,,Lab Grown Pear 5.10 ,,2,0.39,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271532,,Lab Grown Pear 5.10 ,,6,1.15,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271534,,Lab Grown Pear 5.10 ,,3,0.74,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271535,,Lab Grown Pear 5.10 ,,3,0.71,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2716,,Lab Grown Pear 5.20,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271631,,Lab Grown Pear 5.20 ,,4,0.77,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271632,,Lab Grown Pear 5.20 ,,1,0.20,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271633,,Lab Grown Pear 5.20 ,,2,0.47,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271635,,Lab Grown Pear 5.20 ,,1,0.21,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2717,,Lab Grown Pear 5.30,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271730,,Lab Grown Pear 5.30 ,,1,0.20,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271731,,Lab Grown Pear 5.30 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271732,,Lab Grown Pear 5.30 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271733,,Lab Grown Pear 5.30 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271734,,Lab Grown Pear 5.30 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271736,,Lab Grown Pear 5.30 ,,1,0.27,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2718,,Lab Grown Pear 5.40 ,,1,0.31,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
271825,,Lab Grown Pear 5.40 ,,2,0.42,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2719,,Lab Grown Pear 5.50 ,,5,1.62,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2720,,Lab Grown Pear 5.60,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
272034,,Lab Grown Pear 5.60 ,,3,0.82,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
272036,,Lab Grown Pear 5.60 ,,2,0.62,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
272038,,Lab Grown Pear 5.60 ,,4,1.27,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
272039,,Lab Grown Pear 5.60 ,,1,0.40,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2721,,Lab Grown Pear 5.70,,2,0.62,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2722,,Lab Grown Pear 5.80,,2,0.62,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2723,,Lab Grown Pear 5.90,,5,1.77,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2724,,Lab Grown Pear 6.00,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2725,,Lab Grown Pear 6.10,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2726,,Lab Grown Pear 6.20,,2,0.83,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2727,,Lab Grown Pear 6.30,,4,1.70,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2728,,Lab Grown Pear 6.40,,1,0.42,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2729,,Lab Grown Pear 6.50,,1,0.44,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2730,,Lab Grown Pear 6.60,,2,0.84,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2731,,Lab Grown Pear 6.70,,2,1.05,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2732,,Lab Grown Pear 6.80,,1,0.48,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2733,,Lab Grown Pear 6.90,,1,0.51,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2734,,Lab Grown Pear 7.00,,2,1.16,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2735,,Lab Grown Pear 7.10,,2,1.05,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2736,,Lab Grown Pear 7.20,,1,0.45,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2737,,Lab Grown Pear 7.30,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2738,,Lab Grown Pear 7.40,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2739,,Lab Grown Pear 7.50,,1,0.58,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2799,,,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2801,,Lab Grown Heart,,1,0.48,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2811,,Lab Grown Triangle,,1,0.26,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2901,,Lab Grown Light Colo,,29,18.98,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
2999,,,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
7001,,EMERALD,12mm,1,5.05,F,VS1,515215600,,EX,EX,NONE,11.47,7.98,4.88,61.50,61.20,1.44,51500,-98.51,3875.12,767.35,Available,0
7002,,EMERALD,12mm,1,5.01,H,VS1,459105867,EX,EX,EX,NONE,12.10,7.84,4.84,66.00,61.50,0.00,35500,-98.50,2667.83,532.50,Lipa,0
7004,,SQUARE RADIANT,12mm,1,5.01,E,VS1,462155571,,EX,EX,NONE,9.30,9.30,5.85,71.50,62.90,0.00,56000,-98.50,4208.40,840.00,Available,0
7005,,PRINCESS,12mm,1,5.01,I,VS1,494184361,,EX,EX,NONE,9.13,9.11,6.62,72.00,72.70,0.00,27000,-95.76,5735.45,1144.80,Available,0
7006,,PRINCESS,12mm,1,5.00,H,VS2,496101800,,EX,VG,NONE,9.06,9.06,6.48,69.00,71.50,0.00,31500,-97.76,3528.00,705.60,Available,0
7007,,EMERALD,12mm,1,4.17,E,VVS2,472175250,,EX,EX,NONE,10.33,7.64,5.11,68.00,66.90,1.35,41000,-98.36,2803.91,672.40,Available,0
7008,,RADIANT,12mm,1,4.02,F,VVS2,470136722,,EX,EX,NONE,10.63,7.86,5.04,70.50,64.10,1.35,38000,-98.26,2658.02,661.20,Available,0
7010,,CUSHION,12mm,1,3.59,E,VVS2,470132764,,EX,EX,NONE,9.71,8.19,5.30,68.50,64.70,1.19,30500,-97.01,3273.90,911.95,Available,0
7011,,RADIANT,12mm,1,3.57,I,VS1,GIA 3375401210,EX,EX,EX,NONE,9.51,7.69,5.35,67.00,69.60,1.24,17000,-95.00,3034.50,850.00,Available,0
7012,,CUSHION,12mm,1,3.55,F,VS1,470132765,,VG,EX,NONE,8.87,8.35,5.23,62.50,62.60,1.06,25000,-97.95,1819.38,512.50,Available,0
7013,,RADIANT,12mm,1,3.55,E,VS1,472175252,,EX,EX,NONE,10.17,7.64,5.08,73.00,66.50,1.33,28000,-98.20,1789.20,504.00,Available,0
7015,,SQUARE EMERELD,12mm,1,3.52,E,VS1,464198804,EX,EX,EX,NONE,7.96,7.95,5.77,60.00,72.60,0.00,28000,-98.01,1961.34,557.20,Available,0
7016,,CUSHION,12mm,1,3.51,F,VVS2,470133875,,VG,EX,NONE,9.03,8.60,5.36,65.50,62.30,1.05,28000,-95.26,4658.47,1327.20,Available,0
7021,,PRINCESS,12mm,1,3.12,E,VVS2,470132767,,EX,VG,NONE,8.45,8.26,5.19,66.50,62.80,0.00,30500,-97.51,2369.48,759.45,Available,0
7023,,RADIANT,12mm,1,3.02,H,VS1,450049723,EX,EX,EX,NONE,9.43,7.24,4.99,68.50,68.90,1.30,20000,-98.31,1020.76,338.00,Available,0
7025,,RADIANT,12mm,1,3.01,H,VS1,GIA 6372401150,EX,EX,EX,NONE,9.35,7.16,4.97,68.00,69.50,1.31,20000,-98.31,1017.38,338.00,Available,0
7026,,PRINCESS,12mm,1,3.01,E,VVS2,470132766,,EX,VG,NONE,8.26,7.87,5.01,72.00,63.70,0.00,30500,-97.26,2515.46,835.70,Available,0
7036,,Oval ,12mm,1,2.09,G,SI 1,457075480,EX,EX,EX,NONE,10.20,7.22,4.54,58.50,62.90,0.00,11700,-97.55,599.10,286.65,Available,0
7039,,RADIANT,12mm,1,2.03,H,VVS2,375962361,,VG,VG,NONE,7.21,7.04,4.35,74.00,48.50,1.02,13500,-98.21,490.55,241.65,Available,0
7042,,PRINCESS,12mm,1,2.01,I,VVS2,380999565,,EX,VG,NONE,7.11,6.77,4.64,76.50,56.00,0.00,10700,-95.75,914.05,454.75,Available,0
7043,,EMERALD,12mm,1,2.01,F,SI2,IGI 459198551,EX,EX,EX,NONE,8.09,6.14,3.89,63.50,63.40,1.32,10000,-97.20,562.80,280.00,Available,0
7045,,CUSHION,12mm,1,2.01,F,SI2,IGI 459100531,EX,EX,VG,NONE,7.33,7.21,4.57,61.00,63.40,1.02,10000,-96.00,804.00,400.00,Available,0
7051,,ROUND,12mm,1,1.72,F,VVS2,488142417,EX,EX,EX,NONE,7.70,7.74,4.69,60.50,60.70,0.00,14800,-98.00,509.12,296.00,Available,0
7052,,CUSHION,12mm,1,1.70,J,VS1, 11944202,VG,VG,,NONE,6.94,6.75,4.67,62.00,69.20,1.03,6300,-94.00,642.60,378.00,Available,0
7053,,ROUND,12mm,1,1.63,E,SI1, 384933434,ID,EX,EX,NONE,7.50,7.53,4.64,59.50,61.70,0.00,9900,-97.97,327.58,200.97,Available,0
7055,,ROUND,12mm,1,1.61,G,VVS2, 11871102,EX,EX,EX,NONE,7.45,7.49,4.62,60.50,64.80,0.00,13000,-98.10,397.67,247.00,Available,0
7058,,ROUND,12mm,1,1.57,F,VVS2,  384965687,ID,EX,EX,NONE,7.54,7.57,4.56,54.50,60.40,0.00,14800,-98.05,453.10,288.60,Available,0
7066,,ROUND,12mm,1,1.35,E,VVS2, 384945333,EX,EX,EX,NONE,7.00,7.03,4.44,55.50,63.40,0.00,12100,-97.86,349.57,258.94,Available,0
7068,,ROUND,12mm,1,1.29,E,VS2, 384944020,EX,EX,EX,NONE,6.87,6.90,4.37,54.50,63.50,0.00,8400,-97.32,290.40,225.12,Available,0
7069,,ROUND,12mm,1,1.27,G,VVS2,457061737,EX,EX,EX,NONE,6.95,6.98,4.27,59.50,61.30,0.00,9700,-97.51,306.74,241.53,Available,0
7071,,ROUND,12mm,1,1.23,G,VVS1,407982306,ID,EX,EX,NONE,6.90,6.95,4.20,56.00,60.70,0.00,10500,-96.81,411.99,334.95,Available,0
7072,,ROUND,12mm,1,1.20,D,VS1,407931782,EX,EX,EX,NONE,6.76,6.78,4.21,57.00,62.20,0.00,11300,-97.85,291.54,242.95,Available,0
7074,,ROUND,12mm,1,1.17,E,VS2,  384964702,ID,EX,EX,NONE,6.80,6.81,4.13,56.50,60.70,0.00,8400,-97.40,255.53,218.40,Available,0
7075,,ROUND,12mm,1,1.17,H,VS2, 451095311,EX,EX,EX,NONE,6.81,6.83,4.05,61.50,59.40,0.00,6700,-97.04,232.03,198.32,Available,0
7076,,ROUND,12mm,1,1.15,E,VS1,384966447,EX,EX,EX,NONE,6.71,6.76,4.14,60.00,61.50,0.00,10300,-97.72,270.07,234.84,Available,0
7078,,ROUND,12mm,1,1.14,J,VS1,455026556,ID,EX,EX,NONE,6.74,6.75,4.06,59.00,60.20,0.00,4900,-95.88,230.14,201.88,Available,0
7079,,ROUND,12mm,1,1.13,E,VS2,  384933435,EX,EX,EX,NONE,6.69,6.73,4.06,60.00,60.40,0.00,8400,-97.40,246.79,218.40,Available,0
7080,,ROUND,12mm,1,1.12,E,VS2,  384965690,EX,EX,EX,NONE,6.54,6.59,4.15,57.00,63.20,0.00,8400,-97.40,244.61,218.40,Available,0
7081,,ROUND,12mm,1,1.12,E,VVS2, 384964697,ID,EX,EX,NONE,6.74,6.77,4.00,59.50,59.20,0.00,12100,-97.86,290.01,258.94,Available,0
7085,,HEART,12mm,1,1.09,E,VS1,462170688,,EX,VG,NONE,6.36,7.12,3.99,61.00,56.00,0.00,8000,-96.32,320.90,294.40,Available,0
7087,,ROUND,12mm,1,1.08,E,VVS2,384966446,EX,EX,EX,NONE,6.53,6.57,4.07,59.00,62.10,0.00,12100,-97.86,279.66,258.94,Available,0
7091,,ROUND,12mm,1,1.01,D,VS2,407931784,VG,EX,VG,NONE,6.40,6.44,3.92,64.00,61.10,0.00,9100,-97.42,237.13,234.78,Available,0
7099,,ROUND,12mm,1,0.70,E,SI1,12650602,VG,GD,VG,NONE,5.67,5.74,3.50,57.50,61.30,0.00,3500,-94.50,134.75,192.50,Available,0
7100,,ROUND,12mm,1,0.67,E,VS2,12650603,VG,GD,G,NONE,5.62,5.64,3.43,57.00,60.00,0.00,3300,-94.10,130.45,194.70,Available,0
7101,,ROUND,12mm,1,0.63,E,VS1,12650601,VG,GD,G,NONE,5.63,5.67,3.31,64.50,58.50,0.00,3500,-94.10,130.10,206.50,Available,0
7103,,ROUND,12mm,1,1.00,Fancy Intense Pink,VS2,576353396,VG,VG,EX,SLIGHT,6.29,6.30,3.97,58.00,63.10,0.00,1500,0.00,1500.00,1500.00,Available,0
7104,,ROUND,12mm,1,1.00,Fancy Vivid Pink,SI2,576353397,VG,EX,VG,STRONG,6.36,6.43,3.86,60.50,60.30,0.00,1000,0.00,1000.00,1000.00,Available,0
7105,,ROUND,12mm,1,1.00,Fancy Vivid Yellow,I1,576353398,VG,G,VG,NONE,6.36,6.42,3.94,58.50,61.70,0.00,1000,0.00,1000.00,1000.00,Available,0
7107,,EMERALD,12mm,1,5.02,E,VS1,546216829,,EX,VG,NONE,11.16,7.79,5.23,66.50,67.10,1.43,56000,-98.76,3485.89,694.40,Available,0
7109,,ROUND,12mm,1,1.10,H,VS2,582350829,ID,EX,EX,NONE,6.62,6.64,4.11,57.00,61.90,0.00,6700,-97.04,218.15,198.32,Available,0
7110,,ROUND,12mm,1,1.34,E,VS1,582350830,ID,EX,EX,NONE,7.13,7.16,4.31,56.00,60.40,0.00,10300,-97.77,307.78,229.69,Available,0
7112,,ROUND,12mm,1,1.55,F,VS2,582350832,ID,EX,EX,NONE,7.39,7.41,4.58,59.00,61.90,0.00,11800,-97.98,369.46,238.36,Available,0
7113,,ROUND,12mm,1,2.00,G,VS1,582350833,EX,EX,EX,NONE,7.98,8.00,5.01,58.00,62.70,0.00,17000,-98.51,506.60,253.30,Available,0
7114,,ROUND,12mm,1,1.78,G,VS2,582350834,ID,EX,EX,NONE,7.70,7.74,4.79,59.00,62.10,0.00,10600,-97.96,384.91,216.24,Available,0
7116,,ROUND,12mm,1,1.10,E,VVS2,582350836,ID,EX,EX,NONE,6.67,6.68,4.07,58.00,61.00,0.00,12100,-97.86,284.83,258.94,Available,0
7117,,ROUND,12mm,1,1.10,E,VS2,582350837,ID,EX,EX,NONE,6.56,6.60,4.11,57.00,62.40,0.00,8400,-97.40,240.24,218.40,Available,0
7118,,ROUND,12mm,1,1.72,F,VS1,582350838,ID,EX,EX,NONE,7.63,7.66,4.76,57.00,62.30,0.00,13200,-98.20,408.67,237.60,Available,0
7999,,,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8001,,Lab Grown ROUND,,1,3.54,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8002,,Lab Grown PRINCESS,,4,22.32,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8003,,Lab Grown RADIANT,,1,2.02,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8004,,Lab Grown ROUND,,15,16.73,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8005,,Lab Grown ROUND,,5,7.68,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8006,,Lab Grown ROUND,,2,3.10,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8007,,Lab Grown ROUND,,7,8.14,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8008,,Lab Grown ROUND,,18,16.47,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8009,,Lab Grown ROUND,,7,5.86,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
801,,,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8010,,Lab Grown ROUND 5.5 ,,19,13.09,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8011,,Lab Grown ROUND 5.6 ,,29,20.67,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8012,,Lab Grown ROUND 5.7 ,,24,17.73,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8013,,Lab Grown ROUND 5.8 ,,4,3.03,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8014,,Lab Grown ROUND 5.9 ,,4,3.17,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8015,,Lab Grown ROUND,,80,42.20,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8016,,Lab Grown PRINCESS,,1,1.01,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8017,,,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8018,,Lab Grown ROUND,,2,1.06,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8019,,Lab Grown ROUND,,1,1.12,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
802,,SI MIX,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
803,,Lab Grown Round 125 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
804,,Lab Grown Round 130 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
805,,Lab Grown Round 135 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
806,,Lab Grown Round 145 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
807,,Lab Grown Round 150 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
808,,Lab Grown Round 155 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
809,,Lab Grown Round 160 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8099,,,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
810,,Lab Grown Round 170 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8103,,Lab Grown Fancy Yell,,2,1.06,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8104,,Lab Grown Fancy Yell,,10,4.74,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8105,,Lab Grown Fancy Yell,,0,54.52,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8106,,Lab Grown Fancy Yell,,0,138.40,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8107,,Lab Grown Fancy Yell,,0,14.95,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
811,,Lab Grown Round 180 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
812,,Lab Grown Round 190 ,,2,0.06,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
813,,Lab Grown Round 200 ,,9,0.32,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
814,,Lab Grown Round 210 ,,5,0.20,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
815,,Lab Grown Round 220 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
816,,Lab Grown Round 230 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
817,,Lab Grown Round 240 ,,4,0.24,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
818,,Lab Grown Round 250 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
819,,Lab Grown Round 260 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
820,,Lab Grown Round 270 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8201,,Lab Grown Golden Mee,,0,20.10,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8202,,Lab Grown Golden Mee,,0,86.90,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8203,,Lab Grown Golden MQ,,6,0.47,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8204,,Lab Grown Golden Ova,,0,25.66,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8205,,Lab Grown Golden Hea,,0,8.90,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8206,,Lab Grown Golden Pea,,0,31.86,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
8207,,Lab Grown Golden Cus,,0,28.40,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
821,,Lab Grown Round 280 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
822,,Lab Grown Round 290 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
823,,Lab Grown Round 300 ,,10,1.08,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
824,,Lab Grown Round 310 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
825,,Lab Grown Round 320 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
826,,Lab Grown Round 330 ,,3,0.42,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
827,,Lab Grown Round 335 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
828,,Lab Grown Round 340 ,,7,1.14,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
829,,Lab Grown Round 350 ,,1,0.17,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
830,,Lab Grown Round 360 ,,0,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0
